klantnr;huidig_contractduur;VERBRUIKGAS;VERBRUIKEL;VERBRUIKHOOG;VERBRUIKLAAG;nieuwsbrief;wervingskanaal;vast_variabel;grijs_groen;startlevering;eindlevering;contract_verlengd;welstand;levensfase;bouwjaar;soort_woning;inkomen;opleiding
367896;12;1230;0;771;1001;Y;Telemarketing;vaste prijs;grijze stroom;13-2-2008;23-10-2009;niet verlengd;Midden;Paar zonder kinderen;na 2000;Hoge flat;modaal;Hoog
367936;36;3259;4289;2500;0;Y;Telemarketing;vaste prijs;grijze stroom;7-1-2008;26-3-2009;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
368006;12;2384;5173;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;7-1-2008;10-7-2009;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Lage flat;Onbekend;Hoog
368008;12;618;1899;0;0;Y;Telemarketing;vaste prijs;grijze stroom;7-1-2008;7-1-2011;niet verlengd;Hoog;Alleenstaand;1940 tot 1969;Lage flat;modaal;Midden
368084;36;1834;0;1817;1877;Y;Telemarketing;vaste prijs;grijze stroom;15-1-2008;15-1-2011;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Midden
368122;12;2929;0;2021;4011;Y;Telemarketing;vaste prijs;grijze stroom;15-1-2008;15-1-2011;niet verlengd;Laag;Paar met kinderen;Onbekend;Vrijstaand;Onbekend;Hoog
368211;12;2792;0;3430;3224;Y;Telemarketing;vaste prijs;grijze stroom;12-1-2008;12-1-2011;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Maisonette;Onbekend;Laag
368225;36;1128;1959;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;1-2-2008;1-3-2010;verlengd;Laag;Alleenstaand;Onbekend;Lage flat;tussen modaal en minimum;Midden
368591;12;359;0;1396;1187;N;Online;vaste prijs;grijze stroom;1-1-2008;1-1-2011;niet verlengd;Midden;Alleenstaand;1970 tot 1989;Maisonette;modaal;Hoog
368986;12;1790;3733;0;0;Y;Telemarketing;vaste prijs;grijze stroom;10-1-2008;11-1-2010;niet verlengd;Laag;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en minimum;Hoog
368998;12;7439;3867;5060;6141;Y;Telemarketing;vaste prijs;grijze stroom;12-1-2008;12-1-2011;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;modaal;Laag
369171;36;1436;4093;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;12-1-2008;12-1-2011;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
369175;36;2339;6461;0;0;Y;Telemarketing;vaste prijs;grijze stroom;12-1-2008;12-1-2011;verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Midden
369178;36;3791;0;3898;0;Y;Telemarketing;vaste prijs;grijze stroom;12-1-2008;18-8-2008;verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
369185;36;695;0;2180;1789;Y;Telemarketing;vaste prijs;grijze stroom;12-1-2008;12-1-2011;verlengd;Hoog;Alleenstaand;1940 tot 1969;Vrijstaand;Onbekend;Hoog
369199;36;3116;4160;1041;1163;Y;Telemarketing;vaste prijs;grijze stroom;12-1-2008;24-1-2009;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Lage flat;Onbekend;Midden
369246;12;1593;0;1345;1139;Y;Telemarketing;vaste prijs;grijze stroom;17-1-2008;16-2-2008;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;Onbekend;Laag
369262;36;1613;3714;0;0;Y;Telemarketing;variabele prijs;grijze stroom;17-1-2008;2-12-2009;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
369310;36;2569;0;2017;1591;N;Telemarketing;vaste prijs;grijze stroom;16-1-2008;13-11-2008;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
370395;12;3926;0;5203;5120;Y;Telemarketing;vaste prijs;grijze stroom;16-1-2008;16-1-2011;niet verlengd;Hoog;Paar met kinderen;Onbekend;VrijstaandOnbekend;Onbekend;Midden
370408;12;1362;0;541;4194;Y;Telemarketing;vaste prijs;grijze stroom;16-1-2008;9-12-2008;verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
370409;36;1447;5087;0;0;Y;Telemarketing;variabele prijs;grijze stroom;16-1-2008;30-4-2009;verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
372381;12;1525;4656;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;14-1-2008;14-1-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Vrijstaand;Onbekend;Laag
372407;12;2121;2658;0;0;Y;Telemarketing;vaste prijs;grijze stroom;16-1-2008;2-4-2009;niet verlengd;Laag;Alleenstaand;1970 tot 1989;Hoge flat;tussen modaal en minimum;Midden
372497;12;26;0;1882;4420;Y;Telemarketing;vaste prijs;grijze stroom;1-2-2008;6-11-2008;verlengd;Midden;Alleenstaand;1970 tot 1989;Lage flat;Onbekend;Hoog
372615;36;464;0;1846;1441;Y;Telemarketing;vaste prijs;grijze stroom;18-1-2008;28-11-2008;verlengd;Laag;Paar met kinderen;1970 tot 1989;Hoge flat;minimum;Hoog
372634;36;1172;0;3000;0;Y;Telemarketing;vaste prijs;grijze stroom;1-2-2008;30-3-2008;verlengd;Laag;Alleenstaand;na 2000;Lage flat;minimum;Laag
372663;36;2021;2978;0;0;Y;Telemarketing;vaste prijs;grijze stroom;16-1-2008;14-1-2011;verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal;Midden
372665;36;2975;0;823;1090;Y;Telemarketing;vaste prijs;grijze stroom;16-1-2008;31-12-2009;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Laag
372675;36;1392;0;3146;1009;Y;Door 2 Door;vaste prijs;grijze stroom;16-1-2008;14-1-2011;verlengd;Laag;Paar zonder kinderen; ; ; ;Hoog
372676;12;44;3348;0;0;Y;Telemarketing;vaste prijs;grijze stroom;16-1-2008;28-8-2008;verlengd;Hoog;Alleenstaand;1970 tot 1989;Maisonette;Onbekend;Midden
372735;36;3640;0;3634;3589;Y;Prijsvergelijker;vaste prijs;grijze stroom;1-3-2008;1-3-2011;verlengd;Laag;Paar zonder kinderen; ; ; ;Midden
372795;12;256;5910;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;16-1-2008;25-10-2008;verlengd;Laag;Paar met kinderen;1970 tot 1989;Maisonette;minimum;Midden
372867;36;783;0;511;626;Y;Door 2 Door;vaste prijs;grijze stroom;16-1-2008;6-3-2008;verlengd;Hoog;Alleenstaand;na 2000;Lage flat;Onbekend;Laag
373044;12;8657;0;12203;11827;Y;Telemarketing;vaste prijs;grijze stroom;16-1-2008;15-1-2009;verlengd;Hoog;Alleenstaand;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
373198;12;1426;3039;0;0;Y;Telemarketing;vaste prijs;grijze stroom;16-1-2008;17-1-2010;niet verlengd;Hoog;Alleenstaand;Onbekend;Onbekend;Onbekend;Laag
373277;12;3386;0;2168;2561;Y;Telemarketing;vaste prijs;grijze stroom;18-12-2008;14-6-2010;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Vrijstaand;Onbekend;Midden
373282;36;1046;1701;0;0;Y;Inbound;vaste prijs;grijze stroom;20-1-2008;20-1-2011;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Midden
373295;36;2169;6008;0;0;Y;Telemarketing;variabele prijs;grijze stroom;16-1-2008;12-4-2008;verlengd;Hoog;Alleenstaand;1990 tot 1999;Vrijstaand;Onbekend;Laag
373313;12;3321;0;4852;4468;Y;Telemarketing;vaste prijs;grijze stroom;16-1-2008;13-1-2011;niet verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Laag
373397;36;1229;1284;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;16-1-2008;19-7-2009;verlengd;Hoog;Alleenstaand;1970 tot 1989;Lage flat;Onbekend;Midden
373437;36;950;0;1400;0;Y;Inbound;vaste prijs;grijze stroom;16-1-2008;15-1-2011;verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Lage flat;tussen modaal en minimum;Midden
373570;12;1259;0;3022;2309;Y;Prijsvergelijker;vaste prijs;grijze stroom;16-1-2008;16-1-2011;niet verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
373595;12;3326;0;2780;3645;Y;Inbound;vaste prijs;grijze stroom;16-1-2008;13-1-2011;niet verlengd;Hoog;Paar zonder kinderen;Onbekend;Vrijstaand;Onbekend;Laag
373642;12;14400;0;3780;1369;Y;Telemarketing;vaste prijs;grijze stroom;3-1-2008;1-1-2009;verlengd;Midden;Paar zonder kinderen;1900 tot 1939;Vrijstaand;tussen modaal en 2 keer modaal;Hoog
373675;36;53232;17385;73630;49465;Y;Telemarketing;variabele prijs;grijze stroom;3-1-2008;2-1-2011;verlengd;Hoog;Alleenstaand;Onbekend;Onbekend;Onbekend;Hoog
374011;12;1471;2853;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;18-1-2008;10-8-2008;verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;modaal;Midden
374016;12;1765;3189;0;0;Y;Telemarketing;vaste prijs;grijze stroom;18-1-2008;18-1-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Vrijstaand;modaal;Midden
374211;12;2968;5524;0;0;Y;Online;vaste prijs;grijze stroom;23-1-2008;1-3-2010;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
374286;36;1083;0;1048;0;Y;Online;vaste prijs;grijze stroom;18-1-2008;9-7-2008;verlengd;Laag;Alleenstaand;1990 tot 1999;Maisonette;minimum;Laag
374562;36;0;0;2888;3178;Y;Telemarketing;vaste prijs;grijze stroom;22-1-2008;15-2-2009;verlengd;Midden;Paar zonder kinderen;1900 tot 1939;VrijstaandOnbekend;modaal;Midden
374633;36;2748;0;2938;3024;Y;Prijsvergelijker;vaste prijs;grijze stroom;16-1-2008;17-1-2009;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
374723;36;1125;0;1540;2262;Y;Online;vaste prijs;grijze stroom;18-1-2008;18-1-2011;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;modaal;Hoog
374992;36;4;0;985;732;Y;Online;vaste prijs;grijze stroom;26-1-2008;9-9-2008;verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Hoge flat;Onbekend;Hoog
375020;36;2080;0;0;4022;Y;Inbound;vaste prijs;grijze stroom;1-12-2008;6-4-2010;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Lage flat;modaal;Hoog
375055;36;2229;0;1222;0;Y;Door 2 Door;vaste prijs;grijze stroom;21-1-2008;1-11-2008;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Lage flat;modaal;Hoog
375063;36;1069;2164;0;0;Y;Inbound;vaste prijs;grijze stroom;21-1-2008;21-1-2011;verlengd;Laag;Alleenstaand;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Midden
375090;36;2662;2330;0;0;Y;Online;vaste prijs;grijze stroom;21-1-2008;21-1-2011;verlengd;Laag;Paar met kinderen;Onbekend;Lage flat;minimum;Hoog
375219;36;2879;2166;0;0;Y;Telemarketing;vaste prijs;grijze stroom;21-1-2008;1-1-2010;verlengd;Midden;Paar met kinderen;1900 tot 1939;Twee onder een kap;tussen modaal en 2 keer modaal;Midden
375290;36;769;1674;0;0;Y;Telemarketing;vaste prijs;grijze stroom;22-1-2008;23-1-2008;verlengd;Midden;Alleenstaand;na 2000;Maisonette;modaal;Laag
375294;36;2207;0;2114;1968;Y;Telemarketing;vaste prijs;grijze stroom;22-1-2008;22-1-2011;verlengd;Hoog;Paar met kinderen;1940 tot 1969;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Midden
375540;12;2466;5280;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;1-2-2008;1-2-2011;niet verlengd;Laag;Paar zonder kinderen;Onbekend;Onbekend;Onbekend;Hoog
375628;12;2300;0;1813;1515;Y;Telemarketing;vaste prijs;grijze stroom;24-1-2008;24-1-2011;niet verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Midden
375701;36;0;0;1299;2601;Y;Telemarketing;vaste prijs;grijze stroom;26-1-2008;26-1-2011;verlengd;Laag;Paar zonder kinderen;1970 tot 1989;Lage flat;Onbekend;Midden
375931;36;1653;6476;0;0;Y;Telemarketing;vaste prijs;grijze stroom;27-1-2008;27-1-2011;verlengd;Midden;Paar met kinderen;1940 tot 1969;Maisonette;modaal;Midden
376041;12;1536;0;1609;1349;Y;Telemarketing;vaste prijs;grijze stroom;27-1-2008;13-11-2008;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Laag
376130;12;957;0;1485;2144;Y;Online;vaste prijs;grijze stroom;29-1-2008;29-1-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Twee onder een kap;Onbekend;Midden
376386;12;2529;8711;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;29-2-2008;12-3-2009;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Hoog
376403;36;1492;3721;0;0;Y;Telemarketing;vaste prijs;grijze stroom;4-3-2008;16-12-2009;verlengd;Midden;Alleenstaand;1900 tot 1939;Etage;modaal;Laag
376422;12;62;1295;0;0;N;Online;vaste prijs;grijze stroom;2-2-2008;22-3-2010;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
376509;36;1799;0;1176;2076;Y;Telemarketing;variabele prijs;grijze stroom;29-1-2008;20-4-2012;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
376516;12;1012;1479;0;0;Y;Inbound;vaste prijs;grijze stroom;29-1-2008;29-1-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Laag
376825;36;1597;1761;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;28-1-2008;20-10-2008;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
376846;12;2823;3373;0;0;Y;Telemarketing;variabele prijs;grijze stroom;29-1-2008;5-6-2008;verlengd;Hoog;Alleenstaand;na 2000;Rijtjeshuis;Onbekend;Hoog
376858;36;855;1610;0;0;Y;Telemarketing;vaste prijs;grijze stroom;1-2-2008;3-3-2009;verlengd;Midden;Alleenstaand;1940 tot 1969;Vrijstaand;tussen modaal en 2 keer modaal;Laag
376879;12;2098;0;1413;1337;Y;Telemarketing;vaste prijs;grijze stroom;28-1-2008;21-1-2009;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
376983;12;364;0;434;417;Y;Prijsvergelijker;vaste prijs;grijze stroom;28-1-2008;2-2-2009;niet verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
377444;99;4073;4235;4835;0;Y;Speciale sales acties;vaste prijs;grijze stroom;2-2-2008;15-7-2010;verlengd;Hoog;Alleenstaand;1940 tot 1969;Rijtjeshuis;Onbekend;Midden
377605;12;0;0;1677;1450;Y;Prijsvergelijker;vaste prijs;grijze stroom;31-1-2008;30-1-2011;niet verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
377738;99;1634;0;4802;3743;Y;Door 2 Door;vaste prijs;grijze stroom;1-2-2008;1-5-2016;verlengd;Hoog;Paar met kinderen;Onbekend;Maisonette;Onbekend; 
377750;12;640;15584;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;1-2-2008;30-1-2009;verlengd;Laag;Paar met kinderen;1940 tot 1969;Lage flat;tussen modaal en minimum;Laag
377835;12;2075;4794;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;4-2-2008;4-2-2011;niet verlengd;Midden;Paar met kinderen;Onbekend;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
377854;12;2151;0;1309;1603;Y;Prijsvergelijker;vaste prijs;grijze stroom;10-2-2008;21-8-2009;niet verlengd;Hoog;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
377869;12;1014;0;897;1368;Y;Speciale sales acties;vaste prijs;grijze stroom;15-2-2008;15-2-2011;niet verlengd;Laag;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Midden
377879;12;1624;0;1315;1233;Y;Prijsvergelijker;vaste prijs;grijze stroom;4-2-2008;4-2-2011;niet verlengd;Laag;Paar zonder kinderen; ; ; ;Laag
377996;99;245;0;8503;8226;Y;Online;vaste prijs;grijze stroom;12-3-2008;21-5-2010;verlengd;Laag;Paar met kinderen;1940 tot 1969;Vrijstaand;tussen modaal en minimum;Midden
378064;99;682;0;1048;920;Y;Door 2 Door;vaste prijs;grijze stroom;4-2-2008;2-5-2016;verlengd;Midden;Paar met kinderen;1940 tot 1969;Vrijstaand;Onbekend;Midden
378186;12;969;5576;0;0;Y;Telemarketing;vaste prijs;grijze stroom;5-2-2008;5-2-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
378272;36;610;3363;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;5-2-2008;24-3-2010;verlengd;Midden;Alleenstaand;1940 tot 1969;Lage flat;tussen modaal en 2 keer modaal;Laag
378279;36;2311;0;2035;2759;Y;Telemarketing;vaste prijs;grijze stroom;5-2-2008;29-1-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
378407;36;1366;0;1941;0;Y;Door 2 Door;variabele prijs;grijze stroom;5-2-2008;1-1-2012;verlengd;Laag;Alleenstaand;1970 tot 1989;Rijtjeshuis;tussen modaal en minimum;Hoog
378423;36;3094;5719;0;0;Y;Telemarketing;variabele prijs;grijze stroom;14-2-2008;14-2-2011;verlengd;Hoog;Alleenstaand;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
378447;12;0;2427;0;0;Y;Online;vaste prijs;grijze stroom;8-2-2008;8-12-2008;verlengd;Laag;Paar zonder kinderen; ; ; ;Midden
378691;36;2303;6668;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;5-2-2008;7-6-2008;verlengd;Midden;Alleenstaand;na 2000;Zelfstandige bejaarde;tussen modaal en 2 keer modaal;Hoog
378710;36;1551;3826;0;0;Y;Online;vaste prijs;grijze stroom;5-2-2008;7-10-2009;verlengd;Midden;Alleenstaand;1940 tot 1969;Rijtjeshuis;modaal;Midden
378727;99;3759;3905;0;0;Y;Telemarketing;vaste prijs;grijze stroom;5-2-2008;5-5-2016;verlengd;Midden;Paar met kinderen;1970 tot 1989;Lage flat;modaal;Midden
378743;99;999;2464;0;0;Y;Online;vaste prijs;grijze stroom;5-2-2008;5-5-2016;verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Lage flat;Onbekend;Laag
378766;99;2590;5231;0;0;Y;Online;variabele prijs;grijze stroom;18-8-2008;20-9-2008;verlengd;Laag;Alleenstaand;na 2000;Lage flat;tussen modaal en minimum;Hoog
378793;99;1510;0;1585;0;Y;Telemarketing;vaste prijs;grijze stroom;7-2-2008;7-5-2016;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Midden
378914;99;379;0;1418;1309;Y;Telemarketing;vaste prijs;grijze stroom;6-2-2008;9-6-2008;verlengd;Laag;Alleenstaand;na 2000;Hoge flat;tussen modaal en minimum;Laag
378925;99;57;0;2876;3458;Y;Telemarketing;vaste prijs;grijze stroom;6-2-2008;27-1-2009;verlengd;Laag;Paar met kinderen;1970 tot 1989;Hoge flat;tussen modaal en minimum;Midden
378927;99;1732;2290;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;6-2-2008;6-5-2016;verlengd;Laag;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Laag
378944;99;2309;0;2540;0;Y;Telemarketing;vaste prijs;grijze stroom;6-2-2008;13-4-2009;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Maisonette;modaal;Hoog
378989;99;1634;0;1935;3379;Y;Telemarketing;vaste prijs;grijze stroom;6-2-2008;31-7-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Vrijstaand;tussen modaal en 2 keer modaal;Laag
379214;12;1992;0;5748;0;Y;Online;vaste prijs;grijze stroom;8-2-2008;24-8-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;modaal;Laag
379259;12;2704;0;1675;2853;Y;Door 2 Door;vaste prijs;grijze stroom;10-3-2008;4-8-2009;niet verlengd;Midden;Paar zonder kinderen;1900 tot 1939;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
379282;99;818;0;1784;641;Y;Telemarketing;vaste prijs;grijze stroom;14-2-2008;14-5-2016;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Maisonette;modaal;Laag
379697;99;1052;0;2306;0;Y;Telemarketing;vaste prijs;grijze stroom;1-3-2008;4-7-2008;verlengd;Midden;Alleenstaand;na 2000;Lage flat;tussen modaal en 2 keer modaal;Midden
380205;12;1500;0;1500;1500;Y;Online;vaste prijs;grijze stroom;5-2-2008;8-12-2008;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
380306;99;269;0;886;1118;Y;Telemarketing;vaste prijs;grijze stroom;12-2-2008;14-12-2009;verlengd;Laag;Paar met kinderen;1940 tot 1969;Lage flat;tussen modaal en minimum;Laag
380309;99;1824;0;1443;1041;Y;Telemarketing;variabele prijs;grijze stroom;10-2-2008;3-5-2008;verlengd;Laag;Alleenstaand;1990 tot 1999;Maisonette;minimum;Laag
380338;12;2501;0;2976;2915;Y;Speciale sales acties;vaste prijs;grijze stroom;8-2-2008;8-2-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;VrijstaandOnbekend;Onbekend;Midden
380357;12;624;0;3376;3596;Y;Speciale sales acties;vaste prijs;grijze stroom;23-2-2008;23-2-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Midden
380361;12;1225;2668;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;6-2-2008;1-2-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;Onbekend;Midden
380363;12;1825;0;0;4540;Y;Speciale sales acties;vaste prijs;grijze stroom;1-3-2008;1-3-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
380366;12;554;0;727;6;Y;Speciale sales acties;vaste prijs;grijze stroom;1-3-2008;1-3-2011;niet verlengd;Midden;Alleenstaand;1940 tot 1969;Twee onder een kap;modaal;Laag
380370;12;2139;4314;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;1-3-2008;1-3-2009;verlengd;Midden;Paar met kinderen;na 2000;Twee onder een kap;tussen modaal en 2 keer modaal;Midden
380379;36;2184;2073;0;0;Y;Telemarketing;variabele prijs;grijze stroom;1-3-2008;23-7-2012;verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Midden
380402;12;498;0;1167;1112;Y;Door 2 Door;vaste prijs;grijze stroom;8-2-2008;25-6-2009;niet verlengd;Midden;Paar zonder kinderen;Onbekend;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
380476;99;1872;4060;0;0;Y;Telemarketing;vaste prijs;grijze stroom;10-2-2008;2-7-2009;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
380698;12;995;2649;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;7-2-2008;7-2-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
380957;99;673;2375;0;0;Y;Telemarketing;vaste prijs;grijze stroom;11-2-2008;10-4-2008;verlengd;Midden;Alleenstaand;na 2000;Hoge flat;tussen modaal en 2 keer modaal;Hoog
381227;99;1350;2500;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;11-2-2008;5-5-2008;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
381290;99;2092;2649;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;11-2-2008;17-3-2008;verlengd;Hoog;Alleenstaand;na 2000;Maisonette;Onbekend;Laag
381295;99;628;1925;0;0;Y;Inbound;vaste prijs;grijze stroom;11-2-2008;2-4-2008;verlengd;Laag;Alleenstaand;na 2000;Lage flat;tussen modaal en minimum;Laag
381432;99;1995;0;1893;2254;Y;Door 2 Door;vaste prijs;grijze stroom;12-2-2008;12-5-2016;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
381441;99;1588;0;1749;1358;Y;Telemarketing;vaste prijs;grijze stroom;12-2-2008;2-2-2009;verlengd;Laag;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Hoog
381489;36;145;1039;0;0;Y;Telemarketing;variabele prijs;grijze stroom;14-2-2008;15-4-2012;verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Midden
381510;12;1022;2482;0;0;Y;Inbound;variabele prijs;grijze stroom;14-2-2008;1-5-2008;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en minimum;Hoog
381731;12;2215;0;1443;1498;Y;Prijsvergelijker;vaste prijs;grijze stroom;1-3-2008;2-2-2009;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
381735;12;2529;0;3408;4546;Y;Speciale sales acties;vaste prijs;grijze stroom;1-3-2008;21-1-2010;niet verlengd;Hoog;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Laag
381786;12;965;0;8915;0;Y;Speciale sales acties;vaste prijs;grijze stroom;12-2-2008;12-2-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Maisonette;tussen modaal en 2 keer modaal;Midden
381797;12;603;0;1244;1269;Y;Speciale sales acties;vaste prijs;grijze stroom;18-1-2008;18-1-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Hoge flat;modaal;Laag
381842;12;3821;7145;0;0;Y;Online;vaste prijs;grijze stroom;12-2-2008;10-11-2009;niet verlengd;Midden;Alleenstaand;1940 tot 1969;Vrijstaand;Onbekend;Midden
382255;99;2289;4723;0;0;Y;Telemarketing;vaste prijs;grijze stroom;14-2-2008;14-5-2016;verlengd;Hoog;Paar met kinderen;1940 tot 1969;Twee onder een kap;Onbekend;Hoog
382300;99;1393;0;3055;2279;Y;Door 2 Door;vaste prijs;grijze stroom;15-2-2008;15-5-2016;verlengd;Midden;Paar met kinderen;1940 tot 1969;VrijstaandOnbekend;tussen modaal en 2 keer modaal;Laag
